"postId","title","description","location","salary","experience","typeOfWork","companyId","companyName","cityName","industryNames","createDate","expireDate","logo"
"0fdf8cfd-6c9d-4f58-9dbd-907f636eb7a5","Thực tập sinh iOS - Swift","Hỗ trợ xây dựng giao diện ứng dụng iOS bằng Swift và SwiftUI, làm quen với mô hình MVVM, học hỏi từ đội ngũ lập trình viên giàu kinh nghiệm trong môi trường thực tế.","Số 120 Đường Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội","4700000","6 tháng","Thực tập sinh","384deae2-9266-4046-8b76-9c80d4770d29","CÔNG TY CỔ PHẦN CÔNG NGHỆ EUP","Hà Nội","IT phần mềm","2025-04-03T13:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743519548/1630662894263_dkshcp.jpg"
"11a87bce-6f54-4228-8aed-f4544631e688","Nhân viên phụ trách xuất nhập khẩu","Tổ chức kế hoạch giao hàng quốc tế, làm việc với nhà cung cấp logistics, theo dõi chi phí vận chuyển và đề xuất các phương án tối ưu hóa chi phí.","S26-28 Đường số 1 KDC Him Lam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh","16500000","1 năm","Toàn thời gian","a1c7ed43-54b5-4a50-a109-e840cf16f629","CÔNG TY TNHH DỊCH VỤ TIẾP VẬN TOÀN CẦU","Thành phố Hồ Chí Minh","Logistics","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743824931/f856ff4c35f7d35979bf9011e81699b8_ucheay.jpg"
"11c58860-1391-11f0-8a60-0a0027000011","Kỹ sư thiết kế hệ thống điện công trình","Thiết kế và kiểm tra hệ thống điện trong các tòa nhà hoặc nhà xưởng, đảm bảo đúng yêu cầu kỹ thuật, phối hợp với đội kỹ thuật và lập bản vẽ điện chuẩn xác.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","22000000","2 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c59212-1391-11f0-8a60-0a0027000011","Kỹ thuật viên điện công nghiệp","Bảo trì hệ thống điện máy móc, theo dõi hoạt động thiết bị điện trong nhà máy, lập lịch bảo dưỡng định kỳ và xử lý các sự cố kỹ thuật phát sinh trong vận hành","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","15000000","1 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c593f1-1391-11f0-8a60-0a0027000011","Kỹ sư viễn thông – Hệ thống tín hiệu","Thiết kế kiến trúc mạng viễn thông, thực hiện đo kiểm chất lượng tín hiệu, phối hợp triển khai các dự án truyền thông hiện đại và lập tài liệu kỹ thuật cần thiết.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","25000000","3 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c59573-1391-11f0-8a60-0a0027000011","Nhân viên sửa chữa thiết bị điện gia đình","Bảo trì, khắc phục lỗi các thiết bị điện tử như máy lạnh, máy giặt, lò vi sóng tại nhà khách hàng, ghi nhận yêu cầu và lập phiếu sửa chữa chi tiết sau mỗi lần phục vụ.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","12000000","1 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c596ef-1391-11f0-8a60-0a0027000011","Chuyên gia Thiết kế Hệ thống Tự động hóa Công nghiệp","Sáng tạo và triển khai các hệ thống điều khiển tự động tiên tiến cho dây chuyền sản xuất. Phát triển và tối ưu hóa chương trình PLC và SCADA để đảm bảo vận hành trơn tru. Thực hiện kiểm tra, hiệu chỉnh thiết bị nhằm đạt hiệu suất tối ưu. Hỗ trợ bảo dưỡng hệ thống, xử lý sự cố nhanh chóng để giảm thiểu thời gian ngừng hoạt động. Cam kết các giải pháp tự động hóa đáp ứng tiêu chuẩn an toàn và kỹ thuật cao nhất.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","28000000","3 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c59836-1391-11f0-8a60-0a0027000011","Kỹ thuật viên Triển khai Hệ thống Điện Tòa nhà","Thực hiện lắp đặt hệ thống điện cho các tòa nhà thương mại và dân cư với độ chính xác cao. Thi công đường dây và kết nối thiết bị điện, đảm bảo tuân thủ quy chuẩn kỹ thuật. Kiểm tra an toàn hệ thống, phát hiện và khắc phục rủi ro điện ngay tại chỗ. Phối hợp với kỹ sư thiết kế để tối ưu hóa bố trí hệ thống điện theo yêu cầu dự án. Đảm bảo tiến độ thi công đúng kế hoạch, góp phần hoàn thiện công trình chất lượng.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","13000000","1 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c599c6-1391-11f0-8a60-0a0027000011","Nhà Khoa học Nghiên cứu Điện tử Sáng tạo","Đẩy mạnh nghiên cứu và phát triển các sản phẩm điện tử đột phá cho thị trường công nghệ. Thiết kế mạch điện tử, thực hiện thử nghiệm và đánh giá tính khả thi của sản phẩm. Phân tích dữ liệu hiệu suất để tối ưu hóa thiết kế và nâng cao độ tin cậy. Lập báo cáo nghiên cứu chi tiết, trình bày kết quả cho các nhóm liên quan. Hợp tác chặt chẽ với đội sản xuất để chuyển giao công nghệ từ phòng thí nghiệm ra thị trường.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","30000000","3 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c59b25-1391-11f0-8a60-0a0027000011","Kỹ thuật viên Bảo dưỡng Thiết bị Điện tử Cao cấp","Thực hiện bảo dưỡng định kỳ các thiết bị điện tử, đảm bảo hoạt động ổn định lâu dài. Chẩn đoán và sửa chữa các lỗi kỹ thuật phức tạp, thay thế linh kiện chính xác. Cung cấp hỗ trợ kỹ thuật kịp thời, tư vấn giải pháp cho khách hàng. Ghi chép và báo cáo chi tiết tình trạng thiết bị, đề xuất cải tiến bảo trì. Tuân thủ nghiêm ngặt các quy định an toàn để bảo vệ thiết bị và người sử dụng.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","14000000","1 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c59c69-1391-11f0-8a60-0a0027000011","Kỹ sư Thiết kế Mạch Điện tử Công nghiệp","Phát triển mạch điện tử chuyên dụng cho các thiết bị công nghiệp hiện đại. Sử dụng phần mềm mô phỏng tiên tiến để kiểm tra và tối ưu hóa thiết kế mạch. Đánh giá tính khả thi của mạch, đảm bảo đáp ứng các yêu cầu kỹ thuật nghiêm ngặt. Hỗ trợ đội sản xuất trong việc chế tạo và kiểm tra mẫu thử nghiệm. Cam kết chất lượng thiết kế, tuân thủ tiêu chuẩn quốc tế về điện tử công nghiệp.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","23000000","2 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c59d9b-1391-11f0-8a60-0a0027000011","Chuyên viên Vận hành Hệ thống Năng lượng Mặt trời","Triển khai và bảo trì các hệ thống điện mặt trời, đảm bảo hiệu suất tối ưu. Kiểm tra và đánh giá hiệu quả hoạt động của pin năng lượng và các thiết bị liên quan. Tư vấn kỹ thuật cho khách hàng, cung cấp giải pháp nâng cao hiệu quả sử dụng năng lượng. Lập báo cáo vận hành chi tiết, phân tích dữ liệu để đề xuất cải tiến. Thực hiện các biện pháp an toàn nghiêm ngặt trong quá trình lắp đặt và bảo trì.","Tòa nhà Hose Lô 32A đường 3 công viên Phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh","15000000","1 năm","Toàn thời gian","ca187cc6-252f-4c35-bad6-3d0a3a153b08","CÔNG TY TNHH HOPEE","Thành phố Hồ Chí Minh","Cơ khí/Điện - điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743518854/Logo_Hopee-Solutions_uhppzo.jpg"
"11c5a367-1391-11f0-8a60-0a0027000011","Kỹ sư Điều khiển Hệ thống Điện Tự động","Thiết kế các hệ thống điều khiển điện thông minh cho các nhà máy và cơ sở công nghiệp. Lập trình vi điều khiển và tích hợp hệ thống để tối ưu hóa hiệu suất vận hành. Kiểm tra, hiệu chỉnh hệ thống nhằm đảm bảo độ ổn định và chính xác cao. Hỗ trợ triển khai dự án, phối hợp với các đội kỹ thuật để hoàn thành đúng tiến độ. Đảm bảo các giải pháp điều khiển đáp ứng tiêu chuẩn kỹ thuật và an toàn quốc tế.","Tầng 4 tòa nhà Youngjin E&C Hải Phòng KCN Tràng Duệ, Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng","27000000","3 năm","Toàn thời gian","b74dc3fe-c48e-47d3-bdcc-65cf005f7a3e","CÔNG TY TNHH LG CNS VIỆT NAM","Hải Phòng","Cơ khí/Điện - điện tử | IT phần cứng","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743515492/jkMAlgQm5lFqdCyFLoDEaN73aK2m8tsV_1739529025____7c4c1881c21831397e294ebc1c07e13b_dpgsrn.jpg"
"11c6b7a5-1391-11f0-8a60-0a0027000011","Kỹ thuật viên Bảo trì Máy móc Công nghiệp","Thực hiện sửa chữa và bảo trì các máy móc công nghiệp sử dụng hệ thống điện. Kiểm tra, chẩn đoán lỗi và thay thế linh kiện hỏng để đảm bảo hoạt động liên tục. Hỗ trợ lập kế hoạch bảo dưỡng định kỳ, giảm thiểu nguy cơ hỏng hóc bất ngờ. Lập báo cáo kỹ thuật chi tiết, đề xuất các giải pháp cải tiến hiệu suất máy. Tuân thủ các quy định an toàn lao động, đảm bảo môi trường làm việc an toàn.","Tầng 4 tòa nhà Youngjin E&C Hải Phòng KCN Tràng Duệ, Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng","14000000","1 năm","Toàn thời gian","b74dc3fe-c48e-47d3-bdcc-65cf005f7a3e","CÔNG TY TNHH LG CNS VIỆT NAM","Hải Phòng","Cơ khí/Điện - điện tử | IT phần cứng","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743515492/jkMAlgQm5lFqdCyFLoDEaN73aK2m8tsV_1739529025____7c4c1881c21831397e294ebc1c07e13b_dpgsrn.jpg"
"11c6baa6-1391-11f0-8a60-0a0027000011","Chuyên gia Phát triển Sản phẩm Điện tử Tiêu dùng","Thiết kế và phát triển các thiết bị điện tử tiêu dùng sáng tạo, đáp ứng nhu cầu thị trường. Tích hợp mạch điện tử và lập trình phần mềm để tạo ra sản phẩm thông minh. Thực hiện kiểm tra mẫu thử nghiệm, đảm bảo chất lượng và độ tin cậy của sản phẩm. Phối hợp với đội sản xuất để tối ưu hóa quy trình chế tạo và giảm chi phí. Cam kết mang lại các sản phẩm điện tử bền vững, thân thiện với người dùng.","Tầng 4 tòa nhà Youngjin E&C Hải Phòng KCN Tràng Duệ, Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng","28000000","3 năm","Toàn thời gian","b74dc3fe-c48e-47d3-bdcc-65cf005f7a3e","CÔNG TY TNHH LG CNS VIỆT NAM","Hải Phòng","Cơ khí/Điện - điện tử | IT phần cứng","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743515492/jkMAlgQm5lFqdCyFLoDEaN73aK2m8tsV_1739529025____7c4c1881c21831397e294ebc1c07e13b_dpgsrn.jpg"
"11c6bdfb-1391-11f0-8a60-0a0027000011","Kỹ thuật viên Triển khai Hệ thống Điện nhẹ Tòa nhà","Lắp đặt và cấu hình hệ thống điện nhẹ, bao gồm mạng LAN, camera giám sát, và hệ thống liên lạc. Thi công đường dây và kiểm tra kết nối để đảm bảo hệ thống hoạt động mượt mà. Hỗ trợ kỹ sư thiết kế trong việc tối ưu hóa bố trí hệ thống theo yêu cầu dự án. Lập báo cáo chi tiết về tình trạng hệ thống, đề xuất các cải tiến kỹ thuật. Đảm bảo chất lượng triển khai, tuân thủ các tiêu chuẩn an toàn và kỹ thuật.","Tầng 4 tòa nhà Youngjin E&C Hải Phòng KCN Tràng Duệ, Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng","13000000","1 năm","Toàn thời gian","b74dc3fe-c48e-47d3-bdcc-65cf005f7a3e","CÔNG TY TNHH LG CNS VIỆT NAM","Hải Phòng","Cơ khí/Điện - điện tử | IT phần cứng","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743515492/jkMAlgQm5lFqdCyFLoDEaN73aK2m8tsV_1739529025____7c4c1881c21831397e294ebc1c07e13b_dpgsrn.jpg"
"11c6bfd1-1391-11f0-8a60-0a0027000011","Quản lý Vận hành Hệ thống Cung cấp Điện","Giám sát và quản lý hệ thống cung cấp điện cho các tòa nhà thương mại và công nghiệp. Thực hiện kiểm tra định kỳ các thiết bị điện, đảm bảo vận hành ổn định và an toàn. Lập kế hoạch bảo trì dài hạn, tối ưu hóa hiệu quả sử dụng năng lượng. Phối hợp với đội kỹ thuật để xử lý sự cố nhanh chóng, giảm thiểu gián đoạn. Đảm bảo cung cấp điện liên tục, đáp ứng mọi nhu cầu vận hành của tòa nhà.","Tầng 4 tòa nhà Youngjin E&C Hải Phòng KCN Tràng Duệ, Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng","26000000","3 năm","Toàn thời gian","b74dc3fe-c48e-47d3-bdcc-65cf005f7a3e","CÔNG TY TNHH LG CNS VIỆT NAM","Hải Phòng","Cơ khí/Điện - điện tử | IT phần cứng","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743515492/jkMAlgQm5lFqdCyFLoDEaN73aK2m8tsV_1739529025____7c4c1881c21831397e294ebc1c07e13b_dpgsrn.jpg"
"11c6c108-1391-11f0-8a60-0a0027000011","Kỹ thuật viên Điện tử Ô tô","Chẩn đoán và sửa chữa các hệ thống điện tử trên ô tô, bao gồm cảm biến và mạch điều khiển. Lắp đặt phụ kiện điện tử, đảm bảo tích hợp hoàn hảo với hệ thống xe. Kiểm tra và hiệu chỉnh thiết bị để đảm bảo an toàn và hiệu suất tối ưu. Lập báo cáo chi tiết về công việc, cung cấp thông tin kỹ thuật cho khách hàng. Tuân thủ các tiêu chuẩn an toàn kỹ thuật trong mọi hoạt động sửa chữa.","Tầng 4 tòa nhà Youngjin E&C Hải Phòng KCN Tràng Duệ, Phường Lê Lợi, Quận An Dương, Thành phố Hải Phòng","14000000","1 năm","Toàn thời gian","b74dc3fe-c48e-47d3-bdcc-65cf005f7a3e","CÔNG TY TNHH LG CNS VIỆT NAM","Hải Phòng","IT phần cứng","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743515492/jkMAlgQm5lFqdCyFLoDEaN73aK2m8tsV_1739529025____7c4c1881c21831397e294ebc1c07e13b_dpgsrn.jpg"
